alpha_1,alpha_2,alpha_3,alpha_4,generated_data_size,train_roc,val_roc,test_roc,total_time_BO
0.23752713629678934,0.29211083491573747,0.07094965486184111,0.3994123739256321,10000.0,0.902421163865647,0.8826997193512357,0.8859273020162128,121.12323808670044
