alpha_1,alpha_2,alpha_3,alpha_4,generated_data_size,train_roc,val_roc,test_roc,total_time_BO
0.7726592526515257,0.15348835931490687,0.00011563689236392466,0.07373675114120357,10000.0,0.9985208582103925,0.9999549098196393,0.8832967032967033,93.68740725517273
