alpha_1,alpha_2,alpha_3,alpha_4,generated_data_size,train_roc,val_roc,test_roc,total_time_BO
0.05510846464675829,0.5685934404655179,0.03131403815068956,0.34498405673703414,10000.0,0.9306943297001605,0.8853558949703269,0.8924238723758054,133.12597131729126
