,Value
N_sim,10000
loss,ROCAUC
method,TVAE
epochs,150
batch_size,5
c_dim1,2
c_dim2,2
c_dim3,0
d_dim1,2
d_dim2,2
d_dim3,0
tuned_val_roc,0.9849907840478134
untuned_val_roc,0.9849907840478134
tuned_test_roc,0.9855169008277433
untuned_test_roc,0.9855169008277433
elapsed_time,7076.724060058594
