alpha_1,alpha_2,alpha_3,alpha_4,generated_data_size,train_roc,val_roc,test_roc,total_time_BO
0.22310839573622443,0.32849204294359563,0.282503642239137,0.16589591908104306,10000.0,0.911338882171129,0.8860478343064764,0.8787713053419248,130.44629788398743
