alpha_1,alpha_2,alpha_3,alpha_4,generated_data_size,train_roc,val_roc,test_roc,total_time_BO
0.19849163369268363,0.26474872189498866,0.23709407230926097,0.2996655721030667,10000.0,0.9080044974622561,0.8868359030400235,0.877227707337352,112.43077254295349
