alpha_1,alpha_2,alpha_3,alpha_4,generated_data_size,train_roc,val_roc,test_roc,total_time_BO
0.9955116311243201,0.0016876848787229352,0.001783749223240884,0.001016934773716204,10000.0,0.9820622015743967,0.9999599198396794,0.8830769230769232,98.33959722518921
