,test_roc
0,0.9844777635349631
0,0.9823415889874898
0,0.9784271564681943
0,0.9833184353401201
0,0.9838941593607511
0,0.9762743660540275
0,0.983022614374688
0,0.9844084406981743
0,0.9826608027516954
0,0.9796739993972359
