,test_roc
0,0.8021859606115513
0,0.7415984763606572
0,0.853645860759005
0,0.8073860337746774
0,0.8155815374257377
0,0.8522277946397532
0,0.8313918886816937
0,0.8220731732065385
0,0.7779432473790397
0,0.8233233859247464
0,0.8736525138815625
0,0.7916964825858893
0,0.8165410076270834
0,0.786934778044218
0,0.6699018624631382
0,0.7131091914559369
0,0.7701414133402271
0,0.838655212401866
0,0.8661862871663308
0,0.7848913237100921
0,0.7833250677747069
