alpha_1,alpha_2,alpha_3,alpha_4,alpha_5,generated_data_size,train_roc,val_roc
0.010215981836097844,0.2789225628708442,0.4299805540099428,0.28088090128311505,0.0,10000.0,0.9999997960249005,0.5
0.22493020739271402,0.1399009104020177,0.2765200774915863,0.35864880471368193,0.0,10000.0,0.9999006459214551,0.4998997995991984
0.321205569927518,0.2771988519892056,0.02470885692045301,0.37688672116282357,0.0,10000.0,0.9999816101273438,0.5
0.6139059908564594,0.06366590167854505,0.13412960258490317,0.1882985048800923,0.0,10000.0,0.9996189228080996,0.23820641282565133
0.16626101855027672,0.05158850118834256,0.12267835738226601,0.6594721228791147,0.0,10000.0,0.9999771949828962,0.5
0.02419654222108454,0.17537877967081036,0.42652475068695256,0.3738999274211526,0.0,10000.0,0.9999930510637268,0.4998997995991984
0.28261530387488015,0.06237365211216079,0.3084469795461613,0.3465640644667977,0.0,10000.0,0.9998153325933525,0.4998496993987976
0.32213020092319483,0.04051748004761085,0.2970412508981384,0.34031106813105594,0.0,10000.0,0.9997576969852203,0.4998496993987976
0.41675957342694636,0.06018487820383726,0.1351326554983961,0.3879228928708202,0.0,10000.0,0.9998266263330441,0.4998496993987976
0.1805781056207007,0.24693063098670087,0.2422545403019558,0.3302367230906426,0.0,10000.0,0.9999422349399635,0.5
0.3566320258953865,0.1682542741946225,0.18878496342978884,0.28632873648020224,0.0,10000.0,0.999840185259958,0.4998997995991984
0.4622915600137198,0.04635983381551366,0.06016007201976046,0.43118853415100605,0.0,10000.0,0.9998568803919481,0.4998997995991984
0.5048526513939431,0.08734410639020024,0.11615738346745444,0.2916458587484022,0.0,10000.0,0.999608278244436,0.5
0.21202674401305432,0.24359288114122443,0.3216601246796922,0.22272025016602903,0.0,10000.0,0.999915517011165,0.4998496993987976
0.2568819118178479,0.27618837819012837,0.24165453377331111,0.2252751762187126,0.0,10000.0,0.9998834688165114,0.4998997995991984
0.10890592966676003,0.416335994766739,0.19356240383150547,0.28119567173499554,0.0,10000.0,0.9999704828348721,0.4998496993987976
0.19010359838461902,0.30732890850266326,0.352257713117148,0.15030977999556971,0.0,10000.0,0.9998955637550857,0.5
0.22015786058566297,0.3885775991648314,0.04982388032122515,0.3414406599282806,0.0,10000.0,0.9999962248290475,0.4998496993987976
0.05974985571425314,0.2925295615745617,0.38710299637267087,0.2606175863385141,0.0,10000.0,0.9999938889772997,0.4998997995991984
0.18482421744594937,0.27462937391596043,0.22256917983549074,0.3179772288025995,0.0,10000.0,0.9999460442179764,0.5
0.32156092647972484,0.3225138821710908,0.34156328680103837,0.014361904548145933,0.0,10000.0,0.9996991257528239,0.4998997995991984
0.39915826893099476,0.1923400401428605,0.0028281428315375507,0.4056735480946071,0.0,10000.0,0.9995607952718054,0.998186372745491
0.3410968397493406,0.16198824673074733,0.15469201279089914,0.34222290072901285,0.0,10000.0,0.9998162653028351,0.5
0.20432337615475957,0.23128181777561715,0.46555778346719556,0.09883702260242778,0.0,10000.0,0.9998438178135699,0.4998997995991984
0.040640786900553366,0.21614500384474414,0.3680739245558056,0.37514028469889693,0.0,10000.0,0.9999963882773804,0.4998997995991984
0.2824976904179343,0.21619333160378373,0.22405227860266483,0.27725669937561703,0.0,10000.0,0.9997309141983122,0.4998496993987976
0.0073284137921637675,0.36012044131910653,0.2972203425663564,0.3353308023223733,0.0,10000.0,0.9999971753056989,0.4998997995991984
0.6262004753379367,0.3397951368533184,0.008706345835948598,0.02529804197279634,0.0,10000.0,0.9994042599167465,0.9915380761523046
0.5975936076166485,0.3240818916862867,0.006534047756812915,0.0717904529402519,0.0,10000.0,0.9989091454066069,0.9935871743486975
0.5671183826613335,0.2011465654282077,0.1636393660758064,0.06809568583465232,0.0,10000.0,0.9995212447636146,0.532935871743487
0.5405758257009639,0.306559245506832,0.02034314319504784,0.1325217855971565,0.0,10000.0,0.9999421059801117,0.4998997995991984
0.6188884926240593,0.20677789639443936,0.008749687335575743,0.16558392364592558,0.0,10000.0,0.9999144419865127,0.9967434869739479
0.4993869228308154,0.003886147337148514,0.2965937674086305,0.20013316242340545,0.0,10000.0,0.9995999789719647,0.4971142284569139
0.36075117738132206,0.20644311494697526,0.12453914085767583,0.3082665668140269,0.0,10000.0,0.9998545204416589,0.4998496993987976
0.5910490454368085,0.1879901702822648,0.08371366991519025,0.13724711436573642,0.0,10000.0,0.9990091219543006,0.22074148296593188
0.5529138455036654,0.1353518135390995,0.08813582044159399,0.22359852051564102,0.0,10000.0,0.9997163871247896,0.6519539078156312
0.5638554704628789,0.25478158005367607,0.1813165347886905,4.641469475466278e-05,0.0,10000.0,0.9995863083371563,0.09218436873747499
0.44006370729078936,0.09916559007365273,0.2776871284565611,0.1830835741789966,0.0,10000.0,0.9996198418753206,0.4998997995991984
0.5573167711357808,0.01933985271966396,0.05230959762749436,0.3710337785170608,0.0,10000.0,0.9995819409573217,0.4998997995991984
0.19835716670606737,0.16393891845077982,0.12281194584085653,0.5148919690022965,0.0,10000.0,0.9999604709273391,0.5
0.5430015802546684,0.2356082368288213,0.1557387687619946,0.06565141415451572,0.0,10000.0,0.9995099983507595,0.3336172344689379
0.26333906502113175,0.3025097543959492,0.0002278061269413344,0.4339233744559777,0.0,10000.0,0.6642992897869361,0.5940330661322646
0.4525133058520602,0.35835016929106966,0.079830058083034,0.1093064667738362,0.0,10000.0,0.9998200297507625,0.4998496993987976
0.30845786823262866,0.24386732971866004,0.025020261606594495,0.42265454044211687,0.0,10000.0,0.9998646729286071,0.4998496993987976
0.2943791126204495,0.06723128572343044,0.29807374079701454,0.34031586085910553,0.0,10000.0,0.9997332516199943,0.5
0.34853387307141614,0.08649518822329098,0.3035370971146847,0.26143384159060823,0.0,10000.0,0.999676974690726,0.4998496993987976
0.47943817294688434,0.13231009503307542,0.17308390024493686,0.21516783177510349,0.0,10000.0,0.9996485324237447,0.4998496993987976
0.49486454136551195,0.27033026172062485,0.04637784832543882,0.18842734858842425,0.0,10000.0,0.9995492932811896,0.4998496993987976
0.32808846283643156,0.16966572103045283,0.06780732797023656,0.43443848816287894,0.0,10000.0,0.9999508133167367,0.4998997995991984
0.11074707476447991,0.3621606705224415,0.11992808782906497,0.4071641668840135,0.0,10000.0,0.9999959338815092,0.5
0.3789991427303017,0.311013689362492,0.2145038243142172,0.09548334359298914,0.0,10000.0,0.9996782668517001,0.4998496993987976
0.23559000913358977,0.397273312003292,0.18678579779374038,0.18035088106937783,0.0,10000.0,0.9999110049924027,0.4998997995991984
0.2654933889969865,0.0338886603880563,0.3847458315701894,0.315872119044768,0.0,10000.0,0.9998176681658582,0.4998496993987976
0.27182555896486327,0.4113891588229857,0.07299047811061976,0.2437948041015313,0.0,10000.0,0.9999539526825441,0.4998496993987976
0.4857842983401797,0.07066452154646866,0.41193475672285257,0.031616423390498916,0.0,10000.0,0.9996497101277022,0.4250100200400802
0.33156871694541923,0.36564543450043147,0.11859944756936129,0.18418640098478795,0.0,10000.0,0.9999445413777163,0.5
0.4275902750974202,0.14961077087921615,0.0009055694864012482,0.42189338453696246,0.0,10000.0,0.7660069374874774,0.9911022044088176
0.1296258950033834,0.08298007488002758,0.3897754961952563,0.3976185339213328,0.0,10000.0,0.9999230698056596,0.4998997995991984
0.28028452234406115,0.21553729388384568,0.3811480785980493,0.12303010517404388,0.0,10000.0,0.9998021030806492,0.4998997995991984
0.3454694413646938,0.10874793798055962,0.1333216369780156,0.41246098367673095,0.0,10000.0,0.9998106985811904,0.4998997995991984
0.38965395163835065,0.3263139670535169,0.09314698299864174,0.19088509830949066,0.0,10000.0,0.9998323615357424,0.4998997995991984
0.2861003877765786,0.2331582467813303,0.4333634172918811,0.04737794815021001,0.0,10000.0,0.9997391943162561,0.4998997995991984
