alpha_1,alpha_2,alpha_3,alpha_4,generated_data_size,train_roc,val_roc
0.01023646172379771,0.26525897401331994,0.19749677844708768,0.5270077858157947,10000.0,0.9933347196691176,0.9737354255996651
0.650392765764181,0.06520298660727612,0.27076493610486835,0.013639311523674605,10000.0,0.9815342444375728,0.9528820175750841
0.03314481292552453,0.36292309196791506,0.2949310526219115,0.309001042484649,10000.0,0.993043518342611,0.969819619682174
0.13376660093691073,0.23953206894262974,0.29489026407607116,0.3318110660443884,10000.0,0.989189859971146,0.9718285184919512
0.5970554610759478,0.10118926142335241,0.09982494324305463,0.20193033425764526,10000.0,0.9849537326118926,0.9737664058606009
0.0824346752189363,0.17169054250878232,0.5086059831792693,0.23726879909301216,10000.0,0.9901733204191248,0.9708575259676953
0.45749412762431707,0.33137702790908946,0.11325673078000699,0.09787211368658645,10000.0,0.9882714056793258,0.9629867159973288
0.22567918763182865,0.266267946791744,0.0835572637594151,0.4244956018170121,10000.0,0.9909805287188774,0.9725632189823984
0.06745543841721069,0.19184465717428065,0.5597272766748164,0.18097262773369238,10000.0,0.991699872142526,0.9656564670011364
0.2726958291442672,0.3802207699975599,0.2860897708454448,0.06099363001272823,10000.0,0.9883018303787422,0.9576975118842848
0.0800661047411085,0.41352991011236706,0.0024003094879395835,0.5040036756585847,10000.0,0.9932580195179154,0.9746710024622554
0.3083253359907753,0.43812788454495694,0.061313387973793286,0.19223339149047458,10000.0,0.9904457439058598,0.9704473977458888
0.27542156548080615,0.4363008584826444,0.12981491655167884,0.15846265948487076,10000.0,0.9897661568090395,0.9673855753293376
0.21746523024140113,0.14629407847284168,0.3022952789488772,0.33394541233687997,10000.0,0.987229968975412,0.9712307075265688
0.029180280729066345,0.2624328656357369,0.32553068840025523,0.3828561652349414,10000.0,0.9925663696792865,0.9715413882101825
0.24336395308939063,0.28771517050102297,0.030709988609607036,0.4382108877999793,10000.0,0.9911957099618371,0.9772915137635438
0.23508110668522555,0.19593964682901685,0.399553758377542,0.1694254881082156,10000.0,0.9884378337610537,0.9683101650063634
0.07206473481078406,0.40748589340967994,0.515569909241371,0.004879462538165014,10000.0,0.9923867040575098,0.9554470300804375
0.26002152842239146,0.2916701302291068,0.14846912736304813,0.2998392139854536,10000.0,0.9873525782175268,0.9722269615717332
0.02429847224602614,0.6794577247503065,0.17859388353534464,0.11764991946832276,10000.0,0.9936954108570921,0.9650016262385519
0.14512613262745852,0.4601871832091222,0.0005736288959550422,0.3941130552674641,10000.0,0.9923849222879072,0.9719370394641244
0.17176295754537818,0.36246668681055116,0.011581327081306686,0.45418902856276405,10000.0,0.9918625486166546,0.9755755090050119
0.121912665455387,0.26138484697129044,0.1644260167128107,0.4522764708605119,10000.0,0.9899810817560953,0.9754587926731142
0.3942427282156104,0.33146281766959734,0.004649449150096467,0.26964500496469573,10000.0,0.9907406565043986,0.9690111834689328
0.16811645956404517,0.3150663220288974,0.14481461542765658,0.37200260297940085,10000.0,0.9912771781891876,0.9680459772288776
0.22889846867768943,0.25992136293326384,0.23337191487401773,0.2778082535150291,10000.0,0.9873872397654944,0.9711371138167505
0.11867279915419623,0.4253222021548477,0.03389646789941427,0.4221085307915418,10000.0,0.9923043384470622,0.9722701898428062
0.3466591635005309,0.20449982094260047,0.12163217335341703,0.3272088422034516,10000.0,0.9867790585778206,0.9671117737644832
0.3358247359493631,0.2512468997556444,0.20891764730304943,0.204010716991943,10000.0,0.9883058956042972,0.9710687591131161
0.20944704869751873,0.28755813366146715,0.02327504046451424,0.47971977717649983,10000.0,0.994296895682501,0.9758197937660242
0.3916826766339838,0.09797607217179682,0.09361945104901205,0.4167218001452073,10000.0,0.9896105167042422,0.9748327257284628
0.3825231283505613,0.0021034345088421715,0.24556702496855579,0.36980641217204085,10000.0,0.9866107270926486,0.9691265264026347
0.1649436678111172,0.3275600540223305,0.11871747627116402,0.3887788018953884,10000.0,0.9910317876794703,0.9733843084708184
0.2789934582181752,0.21840415340116429,0.16815667296484776,0.3344457154158126,10000.0,0.98964398205338,0.9706529121512822
0.2978782380532961,0.211333429148969,0.19187245948654505,0.29891587331118985,10000.0,0.9881469042585321,0.9700798223534199
0.33249857598951277,0.0875515667227787,0.03569681845361813,0.5442530388340904,10000.0,0.9915382626101916,0.9765544267122979
0.3606507656658828,0.06281619790254822,0.09063900594067226,0.4858940304908967,10000.0,0.9898797612017548,0.9746844887822413
0.4319003165719775,0.01507416122709737,0.09235758200091643,0.4606679402000087,10000.0,0.9882581100283907,0.9746361496687027
0.3350392424503967,0.07306706419407988,0.2796861158095996,0.31220757754592404,10000.0,0.9877160467032257,0.9710437452541776
0.26724893433569774,0.11250422876090421,0.3751346967532169,0.24511214015018107,10000.0,0.9876332010248656,0.96675279899678
0.3990799540174639,0.35954132500343194,0.07847053956773559,0.16290818141136862,10000.0,0.9901894903104695,0.9631049633304932
0.2744791079486049,0.19464009093054,0.3390277380809711,0.191853063039884,10000.0,0.9863261282341453,0.965410561179959
0.44848935070068285,0.046708405258574476,0.10721447655138153,0.39758776748936114,10000.0,0.9870211000074067,0.9735318024311309
0.2927451812067659,0.14385145647800332,0.21933659104233705,0.3440667712728936,10000.0,0.9864662129058642,0.9684343111973516
0.27269816807293334,0.11412810843986892,0.08835147144684936,0.5248222520403483,10000.0,0.9916313042725247,0.9774906339871745
0.12451778842296504,0.15456629905534916,0.21004697819440873,0.5108689343272771,10000.0,0.9915589857524222,0.9712067518596825
0.23746324479305486,0.1318809784420551,0.18368184772276697,0.44697392904212313,10000.0,0.9879057115093306,0.9712142267482222
0.18788384651486406,0.21051735470538582,0.09177865697302418,0.509820141806726,10000.0,0.9912713522105083,0.9721136449632377
0.21421517974580245,0.2654512011196459,0.25039272754790953,0.2699408915866421,10000.0,0.9896201396536957,0.9689802932668949
0.3788590080168029,0.4017527848067144,0.11755450327957308,0.1018337038969097,10000.0,0.9890586296524169,0.9639295876306625
0.36428648449097983,0.49886159123400614,0.08417666949292169,0.05267525478209237,10000.0,0.990356138983371,0.963094809189736
0.14831904133285004,0.419830674482435,0.1805646997486098,0.25128558443610505,10000.0,0.9920084573412699,0.9708709672582323
0.13761085675725218,0.08974766927714399,0.44431230549585216,0.3283291684697517,10000.0,0.9894854775041361,0.9695639649852805
0.26760758204399016,0.10231675325586174,0.0012509943459627412,0.6288246703541854,10000.0,0.9925631651601668,0.9768506079133222
0.27013416922313266,0.3006964542164976,0.07250162496015683,0.35666775160021286,10000.0,0.991096539018292,0.9686313150368775
0.020499247628064057,0.23317242400483457,0.29343728125064855,0.45289104711645295,10000.0,0.9924930142450141,0.9739719202659944
0.35977468984266364,0.1785124727627892,0.1500296272849574,0.3116832101095898,10000.0,0.9867212596943509,0.9709633902023753
0.2778028706038806,0.27293235227949036,0.030732873014945896,0.41853190410168317,10000.0,0.9911783519689872,0.9744542982387766
0.15988459608054223,0.5345369468318082,0.07959279801670895,0.22598565907094056,10000.0,0.9919621355741148,0.972771480184183
0.1828290172944733,0.2710509182391067,0.20070782658407815,0.3454122378823419,10000.0,0.9912329298767335,0.9727857770342515
0.21423919793408577,0.28373088902571353,0.2564608821094997,0.24556903093070087,10000.0,0.9876155257889072,0.9653134776878405
0.3172055069465139,0.21432529192296318,0.04703971677034939,0.4214294843601736,10000.0,0.9915446340953383,0.9731554237813758
0.37758263453217183,0.08636714936705589,0.17391061622133414,0.3621395998794382,10000.0,0.9891349347048461,0.9741792358493493
0.17348167613673812,0.39647240721595034,0.012747975057990624,0.4172979415893209,10000.0,0.993247219870371,0.9756738308069786
0.1699762193108792,0.43187744256319655,0.14129030657622776,0.25685603154969633,10000.0,0.9908646237183537,0.9694633917108619
0.3052853925673902,0.12053537435647181,0.12952273432478464,0.4446564987513534,10000.0,0.9899366689719453,0.9700840100921801
0.1650062057485348,0.014106420791548505,0.16979398920897118,0.6510933842509454,10000.0,0.9913076892286755,0.9731764750487994
0.002590996731385849,0.3065980138254112,0.022100299014374332,0.6687106904288286,10000.0,0.9949809893267355,0.9774133409379068
0.0399167381235146,0.7575835555729596,0.07665926635928927,0.12584043994423655,10000.0,0.9920351714313944,0.9550114602199266
0.3399890892167849,0.29256391438935975,0.0949301720708336,0.27251682432302166,10000.0,0.9894373776233597,0.9693560865338127
0.13182211803137334,0.07346195386075065,0.47859483775230793,0.31612109035556796,10000.0,0.9898829002954428,0.9719849282831725
0.1481449180907915,0.12725664294658884,0.00384856371377815,0.7207498752488415,10000.0,0.9928624729394149,0.9773869536807724
0.1341884669185164,0.3226513934039637,0.09694515786019729,0.4462149818173227,10000.0,0.9928270692020402,0.974565003139228
0.018360437230328708,0.17350333860731923,0.0030424495216534696,0.8050937746406985,10000.0,0.9937018487290529,0.9738812309556388
0.020204992693329288,0.1470152950816933,0.41963359768994346,0.41314611453503397,10000.0,0.9932405014245015,0.9717388198294743
