alpha_1,alpha_2,alpha_3,alpha_4,alpha_5,generated_data_size,train_roc,val_roc
0.044198524542650074,0.146269327577813,0.6300419308213507,0.1794902170581861,0.0,10000.0,0.9899423120653148,0.9722814976132119
0.32021102707233057,0.34552072150248725,0.2386344124469217,0.09563383897826047,0.0,10000.0,0.9875756077406783,0.9709307260800466
0.2240423371241187,0.08159241494202693,0.5266681958072343,0.16769705212662012,0.0,10000.0,0.9869440158225756,0.9741972231653975
0.2906940417996227,0.10103100649229493,0.40624342101165467,0.20203153069642765,0.0,10000.0,0.9864842984183626,0.9751191075723812
0.439559099080935,0.20730502677867138,0.05718641190027879,0.2959494622401148,0.0,10000.0,0.98868522492165,0.9730457370224641
0.3113512421127507,0.09951527912829874,0.22616576809889805,0.3629677106600525,0.0,10000.0,0.9890854869595617,0.9759167841276454
0.7685852270364939,0.13625146657364096,0.05334606091324188,0.04181724547662323,0.0,10000.0,0.9811274179684932,0.9680783146109093
0.30354712935250117,0.17959703735455787,0.21895220761534986,0.297903625677591,0.0,10000.0,0.9902076746554392,0.9786321478809944
0.24308390637129154,0.3269708417832574,0.23704505580704904,0.1929001960384021,0.0,10000.0,0.9897516100519439,0.970458861075524
0.15436059504585484,0.2037994999495486,0.2705500298944435,0.37128987511015316,0.0,10000.0,0.9895732232313811,0.9726098058041892
0.41997807083571526,0.24632816319515166,0.20689873509216108,0.12679503087697197,0.0,10000.0,0.9879981297655014,0.9716903288717182
0.017510086910826873,0.3303901690467911,0.3416951115586394,0.3104046324837425,0.0,10000.0,0.9919322427892072,0.9730149748481329
0.3924699621637522,0.1580266906325586,0.12671083721156912,0.32279250999212017,0.0,10000.0,0.9896695704348488,0.9730915682039312
0.3066793535551203,0.23447462513199394,0.17168748629974914,0.28715853501313676,0.0,10000.0,0.9896892353174209,0.9766095126272931
0.2571616789350385,0.09106542702076327,0.42202925757226606,0.22974363647193224,0.0,10000.0,0.986865146862747,0.9754701530226466
0.16427743302119024,0.11775829034532581,0.3159329251897137,0.4020313514437702,0.0,10000.0,0.9888677718305907,0.9776564073775006
0.37925162231163095,0.4476410371139858,0.010044070912751753,0.16306326966163154,0.0,10000.0,0.9918135314405055,0.9692727786321836
0.14709981266205638,0.5126037720819759,0.23492549810380878,0.10537091715215909,0.0,10000.0,0.9896656200338273,0.968706130464432
0.18923598093516175,0.2663391231401789,0.5031179398744288,0.041306956050230735,0.0,10000.0,0.9872329647406163,0.9725635287941086
0.4336263125860043,0.2538893749879031,0.07137091386574373,0.2411133985603488,0.0,10000.0,0.9895954688326223,0.968941884635248
0.37463707579916966,0.007911397794820196,0.14784145869273763,0.4696100677132726,0.0,10000.0,0.9897273931866132,0.9753314111581273
0.08833358974752079,0.1888176072259474,0.35825617958242123,0.3645926234441106,0.0,10000.0,0.9892812522204523,0.9736707887385833
0.20477801158455594,0.15498816236544083,0.2755099045345198,0.36472392151548355,0.0,10000.0,0.9885332191495606,0.9768927921283075
0.27954030850934314,0.22374071026388595,0.28547686949875156,0.21124211172801932,0.0,10000.0,0.9861216019759966,0.9740319099155136
0.11777948617001449,0.01455291669621343,0.23763698611433967,0.6300306110194324,0.0,10000.0,0.9922227413474047,0.978403972796608
0.0893397411692783,0.01205828503705031,0.2371166948777969,0.6614852789158745,0.0,10000.0,0.9932140661656775,0.9746665915296843
0.08852127430958431,0.3537618993156465,0.13375651326401156,0.42396031311075766,0.0,10000.0,0.9925298272344996,0.9755581595909505
0.31745514407785286,0.032472741930977336,0.29846303468692637,0.35160907930424334,0.0,10000.0,0.9879298094619994,0.9758490181783941
