alpha_1,alpha_2,alpha_3,alpha_4,alpha_5,generated_data_size,train_roc,val_roc
0.1798593642630492,0.24705167178085713,0.18465956790766586,0.3884293960484277,0.0,10000.0,1.0,0.5
0.3928432033337234,0.24794470390085274,0.012876379555349704,0.3463357132100743,0.0,10000.0,1.0,0.5
0.055543802640582875,0.3463557880173618,0.32999497134978284,0.26810543799227254,0.0,10000.0,1.0,0.5
0.03540613778341352,0.49191782214636987,0.08692713399733165,0.3857489060728849,0.0,10000.0,1.0,0.5
0.12703799721788986,0.31498619343568324,0.1370181875673227,0.4209576217791042,0.0,10000.0,1.0,0.5
0.13547505791434813,0.4036450305290235,0.15475680089929375,0.3061231106573347,0.0,10000.0,1.0,0.5
0.08098094411618016,0.07719030584634871,0.3080336741465856,0.5337950758908855,0.0,10000.0,1.0,0.5
0.46621284808955105,0.11246890290100718,0.020643716822487092,0.4006745321869547,0.0,10000.0,1.0,0.5
0.25819697537646374,0.3022045787864306,0.30121405847175875,0.13838438736534686,0.0,10000.0,1.0,0.4999000999000999
0.17280374470719856,0.2600534511101369,0.35664297576515075,0.21049982841751383,0.0,10000.0,1.0,0.5
0.03860832564992469,0.3994383535023112,0.24731310619572697,0.3146402146520371,0.0,10000.0,1.0,0.5
0.020546425258961835,0.20153043241304863,0.2981904958183099,0.4797326465096795,0.0,10000.0,1.0,0.5
0.36331436664492556,0.4601715532792901,0.0870060139348893,0.08950806614089497,0.0,10000.0,1.0,0.5
0.1831118050216909,0.1931745905504115,0.328349279804823,0.2953643246230747,0.0,10000.0,1.0,0.5
0.5217922217452587,0.09953602645436961,0.19906762178558043,0.17960413001479117,0.0,10000.0,1.0,0.5
0.23147045389686985,0.4328595432267995,0.14430142107037075,0.19136858180595978,0.0,10000.0,1.0,0.5
0.3327676784776941,0.10252391026577407,0.1950376956978526,0.3696707155586792,0.0,10000.0,1.0,0.5
0.2736748329189589,0.43253786919206066,0.005396094885601916,0.28839120300337867,0.0,10000.0,1.0,0.5
0.10796313958987508,0.03802944155069484,0.40321274209429403,0.450794676765136,0.0,10000.0,1.0,0.5
0.021855367473349985,0.30386021850150047,0.3455011334644433,0.3287832805607062,0.0,10000.0,1.0,0.5
0.2771870411645811,0.35005019337136545,0.14346231990641836,0.229300445557635,0.0,10000.0,1.0,0.5
0.11319270292762866,0.26500122410210925,0.2490571618799644,0.3727489110902976,0.0,10000.0,1.0,0.5
0.21934037445575622,0.3607026477428542,0.40730909692679035,0.012647880874599324,0.0,10000.0,1.0,0.4999000999000999
0.30652924797537934,0.34208031039970654,0.12766614292531797,0.2237242986995962,0.0,10000.0,1.0,0.5
0.13659265957851088,0.2710272421914905,0.20933238844817628,0.3830477097818222,0.0,10000.0,1.0,0.5
0.09596703442854226,0.25692920933408914,0.27033165073076165,0.3767721055066071,0.0,10000.0,1.0,0.5
0.23414950288266148,0.38381039662600175,0.13639261733188449,0.24564748315945228,0.0,10000.0,1.0,0.5
0.19032550304950185,0.16556914726557306,0.22928282714461484,0.4148225225403102,0.0,10000.0,1.0,0.5
0.09770846857923275,0.2390707084848441,0.3227332269860642,0.34048759594985895,0.0,10000.0,1.0,0.5
0.24271378279874548,0.38902826302322596,0.13355591271978814,0.2347020414582405,0.0,10000.0,1.0,0.5
0.194495216087802,0.1561147168900977,0.23025436566082508,0.41913570136127537,0.0,10000.0,1.0,0.5
0.09894118383240684,0.2407010829666671,0.3289736334694074,0.33138409973151867,0.0,10000.0,1.0,0.5
0.4476611938410739,0.3466863020532898,0.20253288665126074,0.003119617454375542,0.0,10000.0,1.0,0.4999000999000999
0.20074343680477333,0.19634357370826566,0.28087298182840537,0.3220400076585556,0.0,10000.0,1.0,0.5
