alpha_1,alpha_2,alpha_3,alpha_4,generated_data_size,train_roc,val_roc
0.008930154991028724,0.49531560633792726,0.18741262757384664,0.30834161109719743,10000.0,0.9348895064070684,0.8759919830934287
0.45152640752408885,0.37404327229029427,0.16145489818716147,0.012975421998455555,10000.0,0.8875046452811864,0.8751214135179619
0.21700208914010727,0.28148828791472147,0.45209976018483294,0.04940986276033831,10000.0,0.8973864572268737,0.8753825114396967
0.2827378009788104,0.21854883667628733,0.23079110967636465,0.26792225266853753,10000.0,0.9039815410623789,0.8790315488790299
0.19307023649092772,0.37658702035589586,0.06044207402756449,0.3699006691256118,10000.0,0.9279757284947718,0.8730129665591724
0.27972441773448686,0.22033808958737447,0.0971708918033352,0.40276660087480337,10000.0,0.9193336925287356,0.877438665863234
0.6371659101139941,0.09517189306308046,0.03194984285271587,0.2357123539702096,10000.0,0.8782206919394081,0.8755211844786469
0.3283524051990213,0.18392075421659643,0.3051574075999791,0.18256943298440317,10000.0,0.9009614034273993,0.8758432627252575
0.06107809392990421,0.4173699815340544,0.31537738828814865,0.20617453624789264,10000.0,0.9196102352256623,0.882623518814768
0.3185197760236117,0.05842333269372255,0.076217514144055,0.5468393771386107,10000.0,0.9249551617445588,0.8701450675173892
0.0860358795666871,0.2785263960836804,0.18343090742445875,0.4520068169251739,10000.0,0.9279924357045369,0.8780323204343312
0.2851478756450423,0.1901402908405312,0.06551556028620241,0.4591962732282241,10000.0,0.9160409139136756,0.872898499956959
0.4239433655966266,0.1686464379726269,0.09805130984996076,0.3093588865807858,10000.0,0.9004951012698528,0.8725206474273466
0.4716883140608352,0.07086782802613045,0.3383368831025371,0.1191069748104971,10000.0,0.8855032501446582,0.8783666345373196
0.20123529197931825,0.031413488052917646,0.38363506851435875,0.38371615145340543,10000.0,0.9126793818021709,0.8792787529692675
0.2921266679707492,0.31878012874225536,0.27936133600510177,0.10973186728189359,10000.0,0.9018404570809293,0.8805100316116168
0.21670307799820823,0.23347974108924044,0.37774837981045484,0.17206880110209644,10000.0,0.907303800084215,0.8806083826956739
0.2846198691896,0.10382853298684633,0.2894044329076101,0.3221471649159435,10000.0,0.9056973424134672,0.8771158581075712
0.4032238854049914,0.21205808921782,0.013665295321207374,0.37105273005598133,10000.0,0.9058691051727379,0.874236253761448
0.025510543342195272,0.35609333810133453,0.41350346453454573,0.20489265402192447,10000.0,0.9217301620517093,0.8797333034278835
0.12177222844833431,0.440409298363498,0.33593167011424824,0.10188680307391938,10000.0,0.9166026218487394,0.8800956704698847
0.06941003261089372,0.35021775616863404,0.3845153756267896,0.19585683559368267,10000.0,0.9118270973504408,0.8809932650397907
0.10091169611060873,0.4354805309441406,0.2370640175950512,0.2265437553501995,10000.0,0.9212295162904013,0.878642554756618
0.05688610395768826,0.46291568940126393,0.22435293622409433,0.2558452704169533,10000.0,0.9276752974910393,0.8796642321844272
0.1238044351294622,0.36904254124619457,0.2577223980400892,0.24943062558425405,10000.0,0.9201955603704288,0.8799567321549154
0.13054956806588594,0.31965232505767893,0.4476493820733803,0.10214872480305494,10000.0,0.9064653236403735,0.8705815460472083
0.03437496243475514,0.5108583946236851,0.221332990918678,0.2334336520228818,10000.0,0.9301323602731314,0.8796003338233424
0.04637450206091273,0.3421923263763911,0.38238383663742004,0.2290493349252762,10000.0,0.9237989888166321,0.8786192104669428
0.007783975996614531,0.5987926866381058,0.2501804872135303,0.1432428501517494,10000.0,0.9256737309905642,0.88426484786354
0.4052661332493446,0.38806564531754384,0.1384476045363783,0.06822061689673338,10000.0,0.9005586738779086,0.8781401551360687
0.00880470355636265,0.6941089097553447,0.29384674585501064,0.003239640833282189,10000.0,0.924036525510139,0.8784117646200578
0.004811833447462065,0.5440796086777385,0.39009555280572744,0.06101300506907205,10000.0,0.9194553245740544,0.8824694597667135
0.24228943648426238,0.38393498061678155,0.21420885930482356,0.15956672359413254,10000.0,0.9134725648199405,0.8810240702175012
0.0038669850796255027,0.34516795403810596,0.3489516609145662,0.30201339996770227,10000.0,0.926773193257056,0.8818441378708443
0.061051858133474565,0.5209874997163416,0.3856199549443824,0.03234068720580125,10000.0,0.9160593151808938,0.8779040926386302
0.2898445278698579,0.17962338791178392,0.25136812996312347,0.27916395425523466,10000.0,0.9069144864573515,0.8816974402323181
0.24162457988525754,0.45345628952497,0.21539212411068995,0.08952700647908245,10000.0,0.909202923470461,0.8793228219479299
0.1309246313367465,0.4344525202076364,0.28735434796250775,0.14726850049310924,10000.0,0.9091234658102957,0.8784066912161937
0.6253990784777667,0.36286696491337656,0.004307846906863145,0.007426109701993712,10000.0,0.873889911764783,0.8692797371432982
0.13259042081884645,0.5336116179647988,0.05489291117240203,0.2789050500439526,10000.0,0.9252451345188694,0.8799779542364381
0.054155580103743044,0.6092622414196268,0.16040046374315808,0.17618171473347188,10000.0,0.9260328995502868,0.8775984615052
0.42103572890077834,0.3709973387406691,0.10363906581381188,0.10432786654474067,10000.0,0.892757776251813,0.8791639547720305
0.17767120520830398,0.3865016413474811,0.21045535007338376,0.22537180337083107,10000.0,0.9173788108171277,0.8824631263017592
0.1273316244007179,0.43269212451700395,0.25542300629791237,0.1845532447843657,10000.0,0.9197278185099224,0.8838631536517166
0.10002264222803937,0.3802690101022248,0.36506950729952353,0.15463884037021233,10000.0,0.9149581665273748,0.8801965085166201
0.22457554897128873,0.40319996520891227,0.11262218901468242,0.25960229680511654,10000.0,0.9183491147416784,0.8773026455844741
0.18134187901312382,0.29810092421447004,0.20852885648629585,0.3120283402861103,10000.0,0.9200865316708657,0.8794296618645959
0.24376206026381023,0.38293129702400924,0.1458735155287272,0.22743312718345343,10000.0,0.910794614000523,0.8786802571108232
0.2996627502047033,0.4463702393942835,0.08652479807596257,0.16744221232505055,10000.0,0.9052669804401455,0.8828403819603288
0.2090626867233779,0.3722136529872165,0.3432800643986598,0.07544359589074572,10000.0,0.9079732983170912,0.874154581907088
0.27198124616910946,0.46603914862647244,0.07880499336779208,0.18317461183662612,10000.0,0.9123994469228776,0.8767187730665789
0.17461277080683427,0.1585579116582042,0.35456168067250327,0.3122676368624583,10000.0,0.9110024752475248,0.8821964575836245
