,val_roc
0,0.9999599198396794
0,0.9999148296593187
0,0.9999799599198398
0,0.9999799599198397
0,0.9999599198396794
0,0.9999198396793587
0,0.9999498997995991
0,0.9999048096192384
0,0.9999799599198398
0,1.0
0,0.9999899799599198
0,0.9999899799599198
0,0.9999498997995993
0,0.9999599198396796
0,0.9999999999999999
0,0.9999899799599198
0,0.9999148296593187
0,0.9999498997995991
0,0.9999198396793587
0,0.9999298597194389
0,0.9999699398797595
0,0.9998396793587174
0,0.9999699398797595
0,1.0
0,0.9999699398797595
