alpha_1,alpha_2,alpha_3,alpha_4,train_roc,val_roc,test_roc,total_time_BO
0.23277320823041617,0.9691178547996284,0.0004781883985874938,0.18733014870984488,0.8972555680310299,0.8850597142950747,0.8915937435044688,16.97406792640686
