alpha_1,alpha_2,alpha_3,alpha_4,train_roc,val_roc,test_roc,total_time_BO
0.31173091431452005,0.25866103678209773,0.526683719302827,0.6899438471919073,0.9996560615171559,1.0,0.8933666333666335,27.426039934158325
