clf_auc_train_gaussain_copula,clf_auc_val_gaussain_copula,clf_auc_test_gaussain_copula,clf_auc_train_ct_gan,clf_auc_val_ct_gan,clf_auc_test_ct_gan,clf_auc_train_copula_gan,clf_auc_val_copula_gan,clf_auc_test_copula_gan,clf_auc_train_tvae,clf_auc_val_tvae,clf_auc_test_tvae,train,val,test,total_time_GaussianCopula,total_time_CTGAN,total_time_CopulaGAN,total_time_TVAE
1.0,0.9388810109867802,0.9394200946725977,1.0,0.9510699650017612,0.9500801243184172,1.0,0.9521572460781489,0.9489256957066349,1.0,0.9832243463063626,0.9823974380191228,10000.0,9990.0,5010.0,3.5307815074920654,3.6487112045288086,3.1151375770568848,3.413846492767334
