alpha_1,alpha_2,alpha_3,alpha_4,train_roc,val_roc,test_roc,total_time_BO
0.43451520650560704,0.5842623676366548,0.6042540147777354,0.5043681070555949,0.9252293923776862,0.8894165081531922,0.8820247869465808,16.65514039993286
