alpha_1,alpha_2,alpha_3,alpha_4,train_roc,val_roc,test_roc,total_time_BO
0.8307137962737168,0.42678339030853785,0.3219614404826109,0.5275256783147135,0.9040081259896646,0.8885063461318845,0.8866859800457286,15.8036949634552
