alpha_1,alpha_2,alpha_3,alpha_4,train_roc,val_roc,test_roc,total_time_BO
0.15007589554539016,0.000550187724759661,0.018930959304409384,0.880051271869232,0.9972720022394406,0.9779232994482225,0.9753512951142891,15.552318334579468
