clf_auc_train_gaussain_copula,clf_auc_val_gaussain_copula,clf_auc_test_gaussain_copula,clf_auc_train_ct_gan,clf_auc_val_ct_gan,clf_auc_test_ct_gan,clf_auc_train_copula_gan,clf_auc_val_copula_gan,clf_auc_test_copula_gan,clf_auc_train_tvae,clf_auc_val_tvae,clf_auc_test_tvae,train,val,test,total_time_GaussianCopula,total_time_CTGAN,total_time_CopulaGAN,total_time_TVAE
1.0,0.9388810109867802,0.9394200946725977,1.0,0.9553345690314737,0.9544939167577347,1.0,0.9578341987768291,0.9549104990141838,1.0,0.9864303980481717,0.9846568082665899,10000.0,9990.0,5010.0,3.5419716835021973,3.5930285453796387,3.6582589149475098,3.2553341388702393
