alpha_1,alpha_2,alpha_3,alpha_4,train_roc,val_roc,test_roc,total_time_BO
0.06814213487402634,0.16215807363092372,0.11852321082311418,0.772609078190656,0.9921794088926127,0.9775568497919797,0.9763315830696405,10.435210227966309
