alpha_1,alpha_2,alpha_3,alpha_4,train_roc,val_roc,test_roc,total_time_BO
0.05367508907596469,0.13579641314165902,0.45679508458668333,0.990451766647887,0.9909236918719531,0.9785290355966351,0.9761133053804736,10.43629789352417
