clf_auc_train_gaussain_copula,clf_auc_val_gaussain_copula,clf_auc_test_gaussain_copula,clf_auc_train_ct_gan,clf_auc_val_ct_gan,clf_auc_test_ct_gan,clf_auc_train_copula_gan,clf_auc_val_copula_gan,clf_auc_test_copula_gan,clf_auc_train_tvae,clf_auc_val_tvae,clf_auc_test_tvae,train,val,test,total_time_GaussianCopula,total_time_CTGAN,total_time_CopulaGAN,total_time_TVAE
0.9999999999999999,0.7750819139187277,0.7585177198087716,1.0,0.7969074652252982,0.8055677094159218,1.0,0.7925152901781422,0.7772578466015383,1.0,0.8231395496435553,0.8632779048014965,10000.0,9035.0,4532.0,4.03654408454895,3.9149253368377686,3.5336337089538574,3.7616970539093018
