clf_auc_train_gaussain_copula,clf_auc_val_gaussain_copula,clf_auc_test_gaussain_copula,clf_auc_train_ct_gan,clf_auc_val_ct_gan,clf_auc_test_ct_gan,clf_auc_train_copula_gan,clf_auc_val_copula_gan,clf_auc_test_copula_gan,clf_auc_train_tvae,clf_auc_val_tvae,clf_auc_test_tvae,train,val,test,total_time_GaussianCopula,total_time_CTGAN,total_time_CopulaGAN,total_time_TVAE
1.0,0.932462400747777,0.9319233973709664,0.9999999999999999,0.9517414216310395,0.9506193094435773,1.0,0.9469295296777617,0.9504684410407709,1.0,0.9845057718522625,0.9821989551203951,10000.0,9990.0,5010.0,4.250080108642578,3.212665557861328,3.185872793197632,3.3539886474609375
