,Value
c_dim1,1.0
c_dim2,1.0
c_dim3,0.0
d_dim1,1.0
d_dim2,1.0
d_dim3,0.0
tuned_val_roc,0.834190484363504
untuned_val_roc,0.8252941214701545
tuned_test_roc,0.8498143577218874
untuned_test_roc,0.8633771565163169
elapsed_time,348.0296165943146
