alpha_1,alpha_2,alpha_3,alpha_4,train_roc,val_roc,test_roc,total_time_BO
0.3471726619577258,0.32191976202486816,0.17446391532861574,0.3214654350122632,0.8818892864669612,0.8784047679650557,0.8810210974849304,16.92052984237671
