clf_auc_train_gaussain_copula,clf_auc_val_gaussain_copula,clf_auc_test_gaussain_copula,clf_auc_train_ct_gan,clf_auc_val_ct_gan,clf_auc_test_ct_gan,clf_auc_train_copula_gan,clf_auc_val_copula_gan,clf_auc_test_copula_gan,clf_auc_train_tvae,clf_auc_val_tvae,clf_auc_test_tvae,train,val,test,total_time_GaussianCopula,total_time_CTGAN,total_time_CopulaGAN,total_time_TVAE
1.0,0.8479689773435877,0.8217200245061986,1.0,0.8398941228434837,0.8283164774740205,1.0,0.8174424495946787,0.7934645140932528,1.0,0.8455158750779463,0.8466905556564341,10000.0,4532.0,9035.0,4.065176010131836,3.689589262008667,3.591063976287842,3.4132513999938965
