,Value
d_dim1,2.0
d_dim2,1.0
d_dim3,0.0
g_dim1,2.0
g_dim2,1.0
g_dim3,0.0
tuned_val_roc,0.8573392656125217
untuned_val_roc,0.8250488074715521
tuned_test_roc,0.8173001974641446
untuned_test_roc,0.7717200166285595
elapsed_time,8403.399444818497
