alpha_1,alpha_2,alpha_3,alpha_4,train_roc,val_roc,test_roc,total_time_BO
0.5615513085629159,0.018751355094960176,0.0988893460930341,0.40344332423140844,0.989877704946371,0.9793613824473136,0.978390062943867,244.69976568222046
