clf_auc_train_gaussain_copula,clf_auc_val_gaussain_copula,clf_auc_test_gaussain_copula,clf_auc_train_ct_gan,clf_auc_val_ct_gan,clf_auc_test_ct_gan,clf_auc_train_copula_gan,clf_auc_val_copula_gan,clf_auc_test_copula_gan,clf_auc_train_tvae,clf_auc_val_tvae,clf_auc_test_tvae,train,val,test,total_time_GaussianCopula,total_time_CTGAN,total_time_CopulaGAN,total_time_TVAE
1.0,0.8217200245061986,0.8479689773435877,1.0,0.7554298685146149,0.7407607565994596,1.0,0.7433961856226499,0.720257223030555,0.9999999999999999,0.8668032197080983,0.8713467834130119,10000.0,9035.0,4532.0,3.9599170684814453,3.7300658226013184,3.535344123840332,3.3695850372314453
