alpha_1,alpha_2,alpha_3,alpha_4,train_roc,val_roc,test_roc,total_time_BO
0.6422455582038409,0.5996596521180254,0.3785076369030512,0.5675100832389208,0.909284098010766,0.884763566779325,0.8837720848056537,18.18203377723694
