alpha_1,alpha_2,alpha_3,alpha_4,train_roc,val_roc,test_roc,total_time_BO
0.7230472296547155,0.9599468021067993,0.7370058108159387,0.5927837789358021,0.9146547225348969,0.8869462247044393,0.882798924340054,489.8227560520172
