,Value
batch_size,1.0
d_dim1,2.0
d_dim2,2.0
d_dim3,0.0
d_lr,0.0012066202709925804
g_dim1,1.0
g_dim2,1.0
g_dim3,0.0
g_lr,0.00030969571137328967
test_roc,0.8111837584226793
