alpha_1,alpha_2,alpha_3,alpha_4,generated_data_size,train_roc,val_roc,test_roc,total_time_BO
0.3148132259921964,0.030100414983321465,0.022309232410255425,0.6327771266142267,10000.0,0.9934530788298095,0.9826082083552233,0.9816307911353579,6668.330896139145
