alpha_1,alpha_2,alpha_3,alpha_4,generated_data_size,train_roc,val_roc,test_roc,total_time_BO
0.0005337116626821422,0.452100506222141,0.36933489312715917,0.17803088898801767,10000.0,0.9251224580489634,0.8851905948509659,0.8858589690293079,7311.121289730072
