,Value
c_dim1,1.0
c_dim2,1.0
c_dim3,0.0
d_dim1,2.0
d_dim2,1.0
d_dim3,0.0
tuned_val_roc,0.8343623832238384
untuned_val_roc,0.830292054306776
tuned_test_roc,0.8429771617127417
untuned_test_roc,0.8385621492413219
elapsed_time,2209.594917535782
