alpha_1,alpha_2,alpha_3,alpha_4,generated_data_size,train_roc,val_roc,test_roc,total_time_BO
0.4624634005639163,0.09169014851281625,0.030209999554879755,0.4156364513683877,10000.0,0.9925782689745116,0.9790795431258065,0.9766953792182521,238.3667540550232
