alpha_1,alpha_2,alpha_3,alpha_4,train_roc,val_roc,test_roc,total_time_BO
0.8543228994336002,0.7781546065847154,0.14650149280758118,0.998281505920626,0.9254260139581103,0.8773435975699125,0.8806955414674704,56.5933256149292
