alpha_1,alpha_2,alpha_3,alpha_4,generated_data_size,train_roc,val_roc,test_roc,total_time_BO
0.5048907949285641,0.09657311034813326,3.0200157993956966e-05,0.3985058945653087,10000.0,0.9992304804804805,0.9999799599198397,0.9791608391608391,504.7076663970947
