alpha_1,alpha_2,alpha_3,alpha_4,generated_data_size,train_roc,val_roc,test_roc,total_time_BO
0.10739642759577743,0.2665224717100076,0.4057750197058363,0.22030608098837878,10000.0,0.9111166708780942,0.8882993645180327,0.8939960507171065,6250.085082292557
