alpha_1,alpha_2,alpha_3,alpha_4,train_roc,val_roc,test_roc,total_time_BO
0.870644587398044,0.4879488619556799,0.18119746804442882,0.6900587142283648,0.8877258005275636,0.9999549098196392,0.870889110889111,44.040329456329346
